carat,cut,color,clarity,depth,table,price,x,y,z,volume,x/y_ratio,t/d_ratio,category_color,category_clarity
1.5,Very Good,F,VVS2,63.8,59.0,16116,7.17,7.25,4.6,239.12,0.99,0.92,Colorless,Very Very Slightly Included
1.01,Ideal,I,VS1,60.3,57.0,5231,6.51,6.53,3.93,167.07,1.0,0.95,Near Colorless,Very Slightly Included
0.33,Very Good,G,VS2,60.8,62.0,579,4.42,4.46,2.7,53.23,0.99,1.02,Near Colorless,Very Slightly Included
0.3,Ideal,F,VS1,61.9,56.0,612,4.3,4.32,2.67,49.6,1.0,0.9,Colorless,Very Slightly Included
0.52,Ideal,G,IF,61.5,56.0,2164,5.21,5.16,3.19,85.76,1.01,0.91,Near Colorless,Internally Flawless
1.01,Very Good,D,VS2,62.9,58.0,6738,6.35,6.41,4.01,163.22,0.99,0.92,Colorless,Very Slightly Included
0.38,Premium,F,VVS1,61.6,58.0,1257,4.66,4.63,2.86,61.71,1.01,0.94,Colorless,Very Very Slightly Included
0.31,Ideal,D,VS2,62.1,54.0,734,4.35,4.41,2.72,52.18,0.99,0.87,Colorless,Very Slightly Included
0.34,Ideal,D,VS2,61.4,55.0,967,4.51,4.54,2.78,56.92,0.99,0.9,Colorless,Very Slightly Included
0.32,Very Good,E,SI1,62.0,60.0,486,4.38,4.43,2.73,52.97,0.99,0.97,Colorless,Slightly Included
0.7,Premium,G,I1,61.6,56.0,1138,5.8,5.63,3.52,114.94,1.03,0.91,Near Colorless,Included
0.32,Premium,G,VS2,62.1,60.0,720,4.39,4.34,2.71,51.63,1.01,0.97,Near Colorless,Very Slightly Included
0.9,Ideal,G,VVS2,61.9,56.0,5242,6.22,6.15,3.83,146.51,1.01,0.9,Near Colorless,Very Very Slightly Included
1.21,Premium,H,SI1,62.5,60.0,5871,6.77,6.7,4.21,190.96,1.01,0.96,Near Colorless,Slightly Included
0.66,Good,F,SI1,60.4,60.1,2017,5.59,5.65,3.39,107.07,0.99,1.0,Colorless,Slightly Included
0.5,Very Good,H,VS1,61.0,56.0,1598,5.1,5.13,3.12,81.63,0.99,0.92,Near Colorless,Very Slightly Included
1.13,Ideal,H,SI2,61.6,55.0,4911,6.68,6.72,4.13,185.39,0.99,0.89,Near Colorless,Slightly Included
0.77,Very Good,H,SI2,63.6,58.0,2129,5.77,5.81,3.68,123.37,0.99,0.91,Near Colorless,Slightly Included
0.34,Ideal,H,VS1,62.3,55.0,765,4.48,4.45,2.78,55.42,1.01,0.88,Near Colorless,Very Slightly Included
0.31,Ideal,I,SI1,60.8,56.0,436,4.38,4.41,2.67,51.57,0.99,0.92,Near Colorless,Slightly Included
0.3,Ideal,D,VS1,62.0,54.0,848,4.34,4.3,2.68,50.01,1.01,0.87,Colorless,Very Slightly Included
1.01,Very Good,H,SI1,63.4,59.0,4836,6.34,6.28,4.0,159.26,1.01,0.93,Near Colorless,Slightly Included
1.15,Good,H,SI1,60.2,61.0,5005,6.74,6.84,4.09,188.56,0.99,1.01,Near Colorless,Slightly Included
0.43,Very Good,F,SI2,61.6,59.0,681,4.8,4.84,2.97,69.0,0.99,0.96,Colorless,Slightly Included
1.27,Premium,H,VS2,60.0,61.0,7503,7.03,6.99,4.26,209.34,1.01,1.02,Near Colorless,Very Slightly Included
1.35,Premium,G,SI1,62.4,58.0,5799,7.07,6.97,4.38,215.84,1.01,0.93,Near Colorless,Slightly Included
0.31,Ideal,D,VS1,62.0,57.0,863,4.35,4.33,2.69,50.67,1.0,0.92,Colorless,Very Slightly Included
1.01,Ideal,F,I1,62.2,54.0,3377,6.42,6.44,4.0,165.38,1.0,0.87,Colorless,Included
0.7,Very Good,D,SI1,64.0,53.0,2242,5.57,5.61,3.58,111.87,0.99,0.83,Colorless,Slightly Included
0.3,Very Good,F,SI1,57.9,61.0,489,4.39,4.49,2.57,50.66,0.98,1.05,Colorless,Slightly Included
0.26,Ideal,F,VVS1,62.7,55.0,635,4.07,4.1,2.56,42.72,0.99,0.88,Colorless,Very Very Slightly Included
0.34,Ideal,G,VVS2,62.6,54.0,775,4.44,4.47,2.79,55.37,0.99,0.86,Near Colorless,Very Very Slightly Included
0.32,Ideal,G,VVS1,61.4,55.0,842,4.42,4.44,2.72,53.38,1.0,0.9,Near Colorless,Very Very Slightly Included
1.2,Very Good,I,SI1,62.6,57.0,5476,6.74,6.77,4.23,193.01,1.0,0.91,Near Colorless,Slightly Included
1.1,Ideal,H,SI1,60.2,56.0,4916,6.82,6.74,4.08,187.54,1.01,0.93,Near Colorless,Slightly Included
0.3,Good,I,VVS1,63.8,56.0,552,4.23,4.26,2.71,48.83,0.99,0.88,Near Colorless,Very Very Slightly Included
0.32,Very Good,H,VS1,63.0,57.0,561,4.32,4.35,2.73,51.3,0.99,0.9,Near Colorless,Very Slightly Included
0.7,Ideal,D,VS1,62.3,55.0,3840,5.64,5.68,3.53,113.08,0.99,0.88,Colorless,Very Slightly Included
1.25,Premium,D,SI2,59.8,55.0,4543,7.07,7.01,4.21,208.65,1.01,0.92,Colorless,Slightly Included
1.5,Very Good,F,VS2,63.4,61.0,8736,7.12,7.08,4.5,226.84,1.01,0.96,Colorless,Very Slightly Included
0.31,Premium,E,VVS2,62.2,56.0,1116,4.31,4.28,2.67,49.25,1.01,0.9,Colorless,Very Very Slightly Included
0.5,Ideal,E,VS2,60.4,56.0,1892,5.15,5.21,3.13,83.98,0.99,0.93,Colorless,Very Slightly Included
1.26,Ideal,H,SI1,61.0,56.0,6837,7.04,7.0,4.28,210.92,1.01,0.92,Near Colorless,Slightly Included
0.36,Ideal,D,SI1,59.5,56.0,851,4.68,4.63,2.77,60.02,1.01,0.94,Colorless,Slightly Included
0.34,Very Good,F,SI2,61.7,61.0,447,4.44,4.48,2.75,54.7,0.99,0.99,Colorless,Slightly Included
0.41,Good,J,VS2,64.3,55.0,606,4.66,4.7,3.01,65.93,0.99,0.86,Near Colorless,Very Slightly Included
0.41,Very Good,F,VS2,62.8,58.0,863,4.69,4.73,2.96,65.66,0.99,0.92,Colorless,Very Slightly Included
0.3,Premium,J,SI2,59.3,61.0,405,4.43,4.38,2.61,50.64,1.01,1.03,Near Colorless,Slightly Included
0.92,Premium,E,SI1,60.9,59.0,4258,6.25,6.27,3.81,149.3,1.0,0.97,Colorless,Slightly Included
0.55,Premium,E,VS2,61.4,57.0,1881,5.29,5.27,3.24,90.33,1.0,0.93,Colorless,Very Slightly Included
0.9,Very Good,F,SI2,61.3,60.0,3468,6.18,6.22,3.8,146.07,0.99,0.98,Colorless,Slightly Included
1.05,Premium,G,VS2,61.8,58.0,6070,6.52,6.59,4.05,174.02,0.99,0.94,Near Colorless,Very Slightly Included
2.16,Premium,H,SI2,59.7,60.0,16400,8.38,8.3,4.98,346.38,1.01,1.01,Near Colorless,Slightly Included
0.32,Premium,H,IF,61.8,58.0,979,4.39,4.35,2.7,51.56,1.01,0.94,Near Colorless,Internally Flawless
0.61,Very Good,G,VS2,63.0,58.0,1675,5.4,5.43,3.41,99.99,0.99,0.92,Near Colorless,Very Slightly Included
0.7,Premium,F,VVS1,63.0,60.0,3204,5.62,5.59,3.53,110.9,1.01,0.95,Colorless,Very Very Slightly Included
0.31,Premium,F,VS2,61.5,56.0,802,4.41,4.34,2.69,51.48,1.02,0.91,Colorless,Very Slightly Included
1.2,Ideal,J,SI2,61.7,56.0,4659,6.79,6.87,4.21,196.39,0.99,0.91,Near Colorless,Slightly Included
0.3,Very Good,F,VVS2,64.1,55.0,613,4.2,4.25,2.71,48.37,0.99,0.86,Colorless,Very Very Slightly Included
1.23,Ideal,H,VS1,62.1,54.0,7946,6.87,6.89,4.27,202.12,1.0,0.87,Near Colorless,Very Slightly Included
0.6,Ideal,E,VVS1,62.5,53.7,3082,5.35,5.43,3.38,98.19,0.99,0.86,Colorless,Very Very Slightly Included
1.0,Premium,F,SI2,59.4,62.0,4155,6.4,6.37,3.79,154.51,1.0,1.04,Colorless,Slightly Included
0.56,Ideal,D,SI1,62.3,57.0,1578,5.24,5.26,3.27,90.13,1.0,0.91,Colorless,Slightly Included
1.08,Very Good,G,VS2,62.3,58.0,6415,6.5,6.54,4.06,172.59,0.99,0.93,Near Colorless,Very Slightly Included
0.9,Premium,E,VS1,59.4,59.0,5535,6.28,6.31,3.74,148.2,1.0,0.99,Colorless,Very Slightly Included
0.42,Good,F,SI1,63.6,57.0,722,4.7,4.76,3.01,67.34,0.99,0.9,Colorless,Slightly Included
1.12,Ideal,H,VS1,61.9,57.0,6309,6.66,6.69,4.13,184.01,1.0,0.92,Near Colorless,Very Slightly Included
0.5,Premium,E,VS1,62.4,59.0,1675,5.06,5.1,3.17,81.81,0.99,0.95,Colorless,Very Slightly Included
1.0,Good,E,SI1,61.1,58.0,6275,6.43,6.41,3.92,161.57,1.0,0.95,Colorless,Slightly Included
1.01,Ideal,E,VS2,62.5,54.0,7597,6.39,6.42,4.0,164.1,1.0,0.86,Colorless,Very Slightly Included
1.5,Fair,G,SI2,68.5,66.0,6552,6.87,6.76,4.67,216.88,1.02,0.96,Near Colorless,Slightly Included
1.02,Very Good,E,SI2,63.3,59.0,4478,6.42,6.32,4.03,163.51,1.02,0.93,Colorless,Slightly Included
0.29,Very Good,F,VVS2,62.7,58.0,664,4.22,4.26,2.66,47.82,0.99,0.93,Colorless,Very Very Slightly Included
0.9,Premium,H,VS2,60.7,58.0,4082,6.21,6.17,3.76,144.07,1.01,0.96,Near Colorless,Very Slightly Included
0.7,Ideal,F,SI1,60.7,57.0,2671,5.78,5.82,3.52,118.41,0.99,0.94,Colorless,Slightly Included
0.7,Fair,G,VVS2,65.3,61.0,2710,5.58,5.48,3.61,110.39,1.02,0.93,Near Colorless,Very Very Slightly Included
0.31,Ideal,G,IF,61.7,56.0,924,4.34,4.38,2.69,51.13,0.99,0.91,Near Colorless,Internally Flawless
1.14,Ideal,H,SI1,60.4,57.0,5861,6.78,6.83,4.11,190.32,0.99,0.94,Near Colorless,Slightly Included
0.32,Premium,G,VS1,60.6,60.0,828,4.44,4.4,2.68,52.36,1.01,0.99,Near Colorless,Very Slightly Included
0.7,Very Good,F,VS1,64.5,58.0,2925,5.55,5.59,3.59,111.38,0.99,0.9,Colorless,Very Slightly Included
1.21,Very Good,E,SI1,62.9,58.0,6324,6.78,6.79,4.27,196.57,1.0,0.92,Colorless,Slightly Included
0.51,Ideal,F,VS1,62.5,55.0,1836,5.13,5.08,3.19,83.13,1.01,0.88,Colorless,Very Slightly Included
0.39,Ideal,F,VVS1,60.9,55.0,1089,4.75,4.8,2.91,66.35,0.99,0.9,Colorless,Very Very Slightly Included
0.58,Very Good,H,SI1,62.4,55.0,1262,5.32,5.36,3.33,94.96,0.99,0.88,Near Colorless,Slightly Included
0.56,Very Good,E,VS1,62.7,60.0,1931,5.25,5.28,3.3,91.48,0.99,0.96,Colorless,Very Slightly Included
0.71,Very Good,E,SI1,63.5,57.0,2685,5.63,5.68,3.59,114.8,0.99,0.9,Colorless,Slightly Included
1.17,Ideal,I,VS1,61.5,57.0,5892,6.74,6.79,4.16,190.38,0.99,0.93,Near Colorless,Very Slightly Included
0.43,Ideal,H,SI1,62.4,56.0,919,4.83,4.81,3.01,69.93,1.0,0.9,Near Colorless,Slightly Included
0.52,Ideal,H,VVS1,61.7,56.0,1625,5.17,5.2,3.19,85.76,0.99,0.91,Near Colorless,Very Very Slightly Included
1.54,Ideal,G,VS1,61.2,56.0,14278,7.45,7.46,4.57,253.99,1.0,0.92,Near Colorless,Very Slightly Included
0.27,Premium,E,VS1,60.2,59.0,470,4.2,4.24,2.54,45.23,0.99,0.98,Colorless,Very Slightly Included
0.32,Ideal,G,IF,61.9,53.0,918,4.42,4.47,2.75,54.33,0.99,0.86,Near Colorless,Internally Flawless
0.31,Ideal,I,VS1,61.7,55.0,544,4.39,4.36,2.7,51.68,1.01,0.89,Near Colorless,Very Slightly Included
1.34,Premium,G,SI2,62.2,56.0,6581,7.08,7.0,4.38,217.07,1.01,0.9,Near Colorless,Slightly Included
0.63,Ideal,E,VS1,61.5,56.0,2503,5.5,5.53,3.39,103.11,0.99,0.91,Colorless,Very Slightly Included
0.3,Premium,D,SI2,62.2,59.0,574,4.3,4.25,2.66,48.61,1.01,0.95,Colorless,Slightly Included
0.32,Ideal,J,VS2,61.5,53.0,409,4.44,4.47,2.74,54.38,0.99,0.86,Near Colorless,Very Slightly Included
0.57,Very Good,F,VS2,62.0,54.0,1637,5.31,5.34,3.3,93.57,0.99,0.87,Colorless,Very Slightly Included
1.51,Ideal,J,VS1,61.9,58.0,8170,7.28,7.33,4.52,241.2,0.99,0.94,Near Colorless,Very Slightly Included
1.01,Premium,F,SI2,60.6,60.0,4121,6.46,6.5,3.93,165.02,0.99,0.99,Colorless,Slightly Included
1.03,Ideal,G,SI1,61.9,56.0,4928,6.46,6.5,4.01,168.38,0.99,0.9,Near Colorless,Slightly Included
0.85,Ideal,G,VS1,61.6,54.0,4164,6.08,6.12,3.76,139.91,0.99,0.88,Near Colorless,Very Slightly Included
0.52,Premium,G,VS1,62.4,59.0,1689,5.13,5.16,3.21,84.97,0.99,0.95,Near Colorless,Very Slightly Included
0.9,Premium,H,VS2,62.7,59.0,4082,6.15,6.1,3.84,144.06,1.01,0.94,Near Colorless,Very Slightly Included
2.03,Ideal,G,SI2,61.5,57.0,12154,8.15,8.07,4.99,328.19,1.01,0.93,Near Colorless,Slightly Included
0.32,Premium,H,VS1,61.6,59.0,672,4.39,4.37,2.7,51.8,1.0,0.96,Near Colorless,Very Slightly Included
0.71,Ideal,G,VS2,60.6,56.0,2911,5.76,5.8,3.5,116.93,0.99,0.92,Near Colorless,Very Slightly Included
0.87,Ideal,G,VS2,61.8,56.0,4899,6.11,6.13,3.78,141.58,1.0,0.91,Near Colorless,Very Slightly Included
0.3,Premium,F,VVS2,61.0,59.0,737,4.3,4.33,2.63,48.97,0.99,0.97,Colorless,Very Very Slightly Included
0.26,Premium,E,VS1,61.9,58.0,452,4.1,4.11,2.54,42.8,1.0,0.94,Colorless,Very Slightly Included
0.33,Ideal,D,SI1,62.8,55.0,780,4.45,4.41,2.78,54.56,1.01,0.88,Colorless,Slightly Included
1.22,Premium,I,SI2,61.5,61.0,4735,6.89,6.83,4.22,198.59,1.01,0.99,Near Colorless,Slightly Included
0.52,Ideal,E,VS2,61.7,56.0,1708,5.13,5.18,3.18,84.5,0.99,0.91,Colorless,Very Slightly Included
0.71,Good,E,VS2,59.2,61.0,2772,5.8,5.88,3.46,118.0,0.99,1.03,Colorless,Very Slightly Included
0.9,Very Good,I,SI2,62.5,58.0,3001,6.1,6.15,3.83,143.68,0.99,0.93,Near Colorless,Slightly Included
0.7,Good,I,SI1,63.6,61.0,2142,5.63,5.59,3.57,112.35,1.01,0.96,Near Colorless,Slightly Included
0.27,Ideal,I,IF,60.5,57.0,587,4.2,4.22,2.55,45.2,1.0,0.94,Near Colorless,Internally Flawless
0.9,Premium,J,SI1,60.4,59.0,3141,6.27,6.24,3.78,147.89,1.0,0.98,Near Colorless,Slightly Included
0.26,Ideal,H,VS1,62.3,54.0,482,4.07,4.11,2.55,42.66,0.99,0.87,Near Colorless,Very Slightly Included
2.06,Premium,H,SI2,62.6,58.0,12677,8.06,8.03,5.04,326.2,1.0,0.93,Near Colorless,Slightly Included
1.2,Very Good,G,VVS2,62.1,58.0,9337,6.74,6.78,4.2,191.93,0.99,0.93,Near Colorless,Very Very Slightly Included
0.72,Ideal,G,SI1,63.0,56.0,2385,5.71,5.68,3.59,116.43,1.01,0.89,Near Colorless,Slightly Included
1.06,Ideal,F,SI1,62.2,57.0,5613,6.52,6.5,4.05,171.64,1.0,0.92,Colorless,Slightly Included
1.0,Premium,D,SI1,60.3,60.0,5645,6.31,6.26,3.79,149.71,1.01,1.0,Colorless,Slightly Included
0.51,Premium,H,VVS2,60.8,61.0,1749,5.12,5.08,3.1,80.63,1.01,1.0,Near Colorless,Very Very Slightly Included
2.02,Very Good,F,SI1,62.8,59.0,15987,7.9,7.98,4.99,314.58,0.99,0.94,Colorless,Slightly Included
1.27,Ideal,G,VVS1,61.7,56.0,10805,6.9,7.03,4.3,208.58,0.98,0.91,Near Colorless,Very Very Slightly Included
0.32,Premium,G,IF,59.9,58.0,954,4.42,4.43,2.65,51.89,1.0,0.97,Near Colorless,Internally Flawless
0.32,Ideal,F,VS1,61.9,55.0,876,4.41,4.4,2.73,52.97,1.0,0.89,Colorless,Very Slightly Included
2.13,Premium,J,SI2,62.6,58.0,13148,8.21,8.18,5.13,344.52,1.0,0.93,Near Colorless,Slightly Included
1.01,Very Good,E,SI1,63.1,57.0,5085,6.33,6.44,4.03,164.28,0.98,0.9,Colorless,Slightly Included
0.7,Very Good,E,SI1,61.5,56.0,2239,5.74,5.8,3.55,118.19,0.99,0.91,Colorless,Slightly Included
0.56,Ideal,F,VS2,62.7,55.0,2318,5.32,5.27,3.32,93.08,1.01,0.88,Colorless,Very Slightly Included
0.32,Premium,E,SI1,60.1,60.0,720,4.47,4.42,2.67,52.75,1.01,1.0,Colorless,Slightly Included
1.5,Premium,D,VS2,61.8,60.0,15102,7.3,7.37,4.53,243.72,0.99,0.97,Colorless,Very Slightly Included
0.31,Ideal,D,SI1,62.1,56.0,732,4.37,4.33,2.7,51.09,1.01,0.9,Colorless,Slightly Included
0.33,Ideal,G,VVS1,61.4,55.0,820,4.46,4.48,2.74,54.75,1.0,0.9,Near Colorless,Very Very Slightly Included
0.4,Ideal,E,SI1,62.2,54.0,1074,4.76,4.72,2.95,66.28,1.01,0.87,Colorless,Slightly Included
0.5,Fair,G,SI2,65.6,56.0,1035,4.99,4.92,3.25,79.79,1.01,0.85,Near Colorless,Slightly Included
0.31,Ideal,G,VS2,62.3,56.0,698,4.34,4.29,2.69,50.08,1.01,0.9,Near Colorless,Very Slightly Included
1.7,Premium,G,VS2,60.9,60.0,16123,7.71,7.68,4.69,277.71,1.0,0.99,Near Colorless,Very Slightly Included
1.09,Ideal,F,SI1,62.0,56.0,5665,6.56,6.61,4.08,176.92,0.99,0.9,Colorless,Slightly Included
0.39,Very Good,G,VVS2,63.4,57.0,956,4.65,4.62,2.94,63.16,1.01,0.9,Near Colorless,Very Very Slightly Included
0.3,Ideal,E,VS2,62.3,56.0,844,4.32,4.28,2.68,49.55,1.01,0.9,Colorless,Very Slightly Included
0.3,Premium,G,VVS1,60.7,58.0,1013,4.36,4.34,2.64,49.96,1.0,0.96,Near Colorless,Very Very Slightly Included
1.19,Premium,H,VS1,61.9,59.0,7864,6.83,6.75,4.2,193.63,1.01,0.95,Near Colorless,Very Slightly Included
0.3,Ideal,F,VVS1,61.7,58.0,814,4.26,4.3,2.64,48.36,0.99,0.94,Colorless,Very Very Slightly Included
0.79,Good,G,SI1,63.6,57.0,2726,5.86,5.84,3.72,127.31,1.0,0.9,Near Colorless,Slightly Included
0.3,Premium,D,VS2,61.7,58.0,710,4.3,4.32,2.66,49.41,1.0,0.94,Colorless,Very Slightly Included
0.35,Premium,H,VS1,62.6,59.0,614,4.45,4.5,2.8,56.07,0.99,0.94,Near Colorless,Very Slightly Included
1.17,Premium,H,I1,62.8,58.0,3669,6.71,6.69,4.21,188.99,1.0,0.92,Near Colorless,Included
0.55,Ideal,G,VS1,61.3,57.0,1667,5.25,5.28,3.23,89.54,0.99,0.93,Near Colorless,Very Slightly Included
0.5,Good,E,VVS2,64.8,58.0,1917,4.97,5.0,3.23,80.27,0.99,0.9,Colorless,Very Very Slightly Included
0.38,Premium,I,VS2,60.2,58.0,633,4.69,4.75,2.84,63.27,0.99,0.96,Near Colorless,Very Slightly Included
0.3,Premium,E,VS2,62.9,58.0,844,4.27,4.22,2.67,48.11,1.01,0.92,Colorless,Very Slightly Included
1.18,Very Good,F,SI1,59.9,59.0,6053,6.85,6.87,4.11,193.41,1.0,0.98,Colorless,Slightly Included
0.82,Premium,J,SI1,62.2,58.0,2083,5.98,5.94,3.71,131.78,1.01,0.93,Near Colorless,Slightly Included
0.54,Premium,F,SI2,59.6,60.0,1240,5.28,5.25,3.14,87.04,1.01,1.01,Colorless,Slightly Included
0.71,Premium,I,VVS2,61.4,56.0,2386,5.79,5.75,3.54,117.86,1.01,0.91,Near Colorless,Very Very Slightly Included
0.5,Very Good,F,SI2,63.1,60.0,1020,5.0,5.04,3.17,79.88,0.99,0.95,Colorless,Slightly Included
0.5,Premium,E,SI1,63.0,59.0,1415,5.01,4.99,3.15,78.75,1.0,0.94,Colorless,Slightly Included
0.54,Ideal,D,VS2,61.1,56.0,1672,5.23,5.27,3.21,88.47,0.99,0.92,Colorless,Very Slightly Included
0.34,Premium,H,VS1,62.2,58.0,765,4.48,4.43,2.77,54.97,1.01,0.93,Near Colorless,Very Slightly Included
0.27,Very Good,E,VS1,60.4,59.0,470,4.18,4.2,2.53,44.42,1.0,0.98,Colorless,Very Slightly Included
0.48,Ideal,I,SI1,61.9,53.0,841,5.06,5.08,3.14,80.71,1.0,0.86,Near Colorless,Slightly Included
0.31,Very Good,E,SI1,63.0,58.0,507,4.29,4.31,2.71,50.11,1.0,0.92,Colorless,Slightly Included
0.91,Premium,D,SI1,62.3,60.0,4663,6.21,6.15,3.85,147.04,1.01,0.96,Colorless,Slightly Included
0.35,Premium,H,VS1,61.3,59.0,614,4.54,4.57,2.79,57.89,0.99,0.96,Near Colorless,Very Slightly Included
0.54,Premium,G,VS2,58.7,62.0,1637,5.36,5.34,3.14,89.87,1.0,1.06,Near Colorless,Very Slightly Included
0.91,Premium,E,VS1,61.9,59.0,5167,6.23,6.17,3.84,147.61,1.01,0.95,Colorless,Very Slightly Included
1.09,Premium,G,VS2,60.6,62.0,6153,6.68,6.58,4.02,176.7,1.02,1.02,Near Colorless,Very Slightly Included
0.72,Very Good,F,SI2,58.5,60.0,2126,5.86,5.93,3.45,119.89,0.99,1.03,Colorless,Slightly Included
1.67,Premium,H,SI2,61.6,57.0,9625,7.66,7.61,4.7,273.98,1.01,0.93,Near Colorless,Slightly Included
0.73,Ideal,D,SI2,62.4,56.0,2707,5.77,5.74,3.59,118.9,1.01,0.9,Colorless,Slightly Included
0.3,Ideal,E,VS2,61.5,55.0,844,4.34,4.31,2.66,49.76,1.01,0.89,Colorless,Very Slightly Included
1.01,Premium,F,VS2,60.9,58.0,6446,6.47,6.41,3.92,162.57,1.01,0.95,Colorless,Very Slightly Included
0.5,Ideal,D,VS2,60.1,59.0,1646,5.14,5.17,3.1,82.38,0.99,0.98,Colorless,Very Slightly Included
1.33,Good,D,SI2,59.0,64.0,6152,7.22,7.12,4.23,217.45,1.01,1.08,Colorless,Slightly Included
0.3,Ideal,H,IF,61.6,57.0,764,4.31,4.33,2.66,49.64,1.0,0.93,Near Colorless,Internally Flawless
0.3,Ideal,G,IF,61.7,53.0,850,4.33,4.36,2.68,50.6,0.99,0.86,Near Colorless,Internally Flawless
1.26,Ideal,G,VS1,61.6,56.0,9243,7.03,6.96,4.31,210.88,1.01,0.91,Near Colorless,Very Slightly Included
2.2,Ideal,H,SI2,62.6,55.0,14408,8.34,8.31,5.21,361.08,1.0,0.88,Near Colorless,Slightly Included
1.0,Good,F,SI2,62.0,59.0,4204,6.32,6.36,3.93,157.97,0.99,0.95,Colorless,Slightly Included
0.71,Very Good,H,VVS2,62.5,56.0,2594,5.65,5.68,3.54,113.61,0.99,0.9,Near Colorless,Very Very Slightly Included
0.5,Very Good,E,VVS1,60.1,56.0,2495,5.16,5.19,3.11,83.29,0.99,0.93,Colorless,Very Very Slightly Included
1.53,Ideal,G,VS1,60.5,57.0,16311,7.42,7.52,4.51,251.65,0.99,0.94,Near Colorless,Very Slightly Included
1.52,Ideal,J,VS1,62.8,54.3,8687,7.32,7.35,4.61,248.03,1.0,0.86,Near Colorless,Very Slightly Included
1.51,Premium,I,SI1,62.2,60.0,8794,7.3,7.23,4.52,238.56,1.01,0.96,Near Colorless,Slightly Included
0.4,Ideal,E,SI1,63.0,57.0,882,4.68,4.65,2.94,63.98,1.01,0.9,Colorless,Slightly Included
0.5,Ideal,F,VVS2,62.0,56.0,2016,5.08,5.05,3.14,80.55,1.01,0.9,Colorless,Very Very Slightly Included
0.34,Very Good,F,VS2,61.5,58.2,730,4.49,4.51,2.77,56.09,1.0,0.95,Colorless,Very Slightly Included
1.23,Premium,F,VS1,61.3,60.0,9489,6.94,6.9,4.24,203.04,1.01,0.98,Colorless,Very Slightly Included
0.51,Premium,H,SI1,60.0,61.0,1163,5.2,5.17,3.11,83.61,1.01,1.02,Near Colorless,Slightly Included
0.32,Premium,G,VS2,62.3,60.0,720,4.4,4.37,2.73,52.49,1.01,0.96,Near Colorless,Very Slightly Included
0.7,Ideal,F,SI1,62.6,57.0,2453,5.59,5.62,3.51,110.27,0.99,0.91,Colorless,Slightly Included
0.42,Premium,D,SI1,59.8,59.0,1040,4.91,4.86,2.92,69.68,1.01,0.99,Colorless,Slightly Included
1.52,Good,J,SI1,63.6,60.0,6897,7.21,7.25,4.6,240.45,0.99,0.94,Near Colorless,Slightly Included
1.14,Good,G,I1,63.7,56.0,2327,6.63,6.55,4.2,182.39,1.01,0.88,Near Colorless,Included
0.9,Good,D,SI1,58.5,63.0,4469,6.21,6.3,3.66,143.19,0.99,1.08,Colorless,Slightly Included
0.32,Ideal,D,VVS2,60.3,58.0,804,4.43,4.46,2.68,52.95,0.99,0.96,Colorless,Very Very Slightly Included
0.3,Ideal,D,SI1,61.0,56.0,552,4.3,4.33,2.63,48.97,0.99,0.92,Colorless,Slightly Included
1.0,Premium,F,SI2,61.7,57.0,3853,6.42,6.35,3.94,160.62,1.01,0.92,Colorless,Slightly Included
1.01,Good,F,SI1,63.8,59.0,4989,6.32,6.29,4.02,159.81,1.0,0.92,Colorless,Slightly Included
0.31,Ideal,E,SI1,62.7,54.0,544,4.35,4.36,2.73,51.78,1.0,0.86,Colorless,Slightly Included
1.53,Ideal,H,SI2,62.5,57.0,7617,7.36,7.39,4.61,250.74,1.0,0.91,Near Colorless,Slightly Included
0.33,Ideal,F,IF,61.8,55.0,1028,4.47,4.49,2.77,55.59,1.0,0.89,Colorless,Internally Flawless
1.11,Ideal,I,VS2,61.7,55.0,5506,6.66,6.69,4.12,183.57,1.0,0.89,Near Colorless,Very Slightly Included
0.52,Ideal,I,IF,60.2,56.0,1988,5.23,5.27,3.16,87.1,0.99,0.93,Near Colorless,Internally Flawless
0.7,Ideal,I,SI1,61.9,58.0,2054,5.67,5.7,3.52,113.76,0.99,0.94,Near Colorless,Slightly Included
0.51,Ideal,G,VS1,61.6,56.0,1662,5.18,5.15,3.18,84.83,1.01,0.91,Near Colorless,Very Slightly Included
0.53,Ideal,D,VS2,61.7,55.0,1956,5.23,5.21,3.22,87.74,1.0,0.89,Colorless,Very Slightly Included
1.7,Very Good,H,VVS2,63.1,57.0,14275,7.61,7.52,4.77,272.97,1.01,0.9,Near Colorless,Very Very Slightly Included
0.31,Ideal,G,VVS1,61.9,54.0,789,4.35,4.37,2.7,51.33,1.0,0.87,Near Colorless,Very Very Slightly Included
0.5,Very Good,E,SI1,63.3,57.0,1374,5.01,4.94,3.15,77.96,1.01,0.9,Colorless,Slightly Included
1.5,Very Good,H,SI1,62.9,56.0,8058,7.24,7.33,4.58,243.06,0.99,0.89,Near Colorless,Slightly Included
0.72,Very Good,F,SI1,63.1,55.0,2333,5.75,5.7,3.61,118.32,1.01,0.87,Colorless,Slightly Included
0.3,Very Good,G,VS1,62.8,57.0,605,4.24,4.26,2.67,48.23,1.0,0.91,Near Colorless,Very Slightly Included
1.01,Premium,I,SI1,62.7,58.0,3337,6.4,6.33,3.99,161.64,1.01,0.93,Near Colorless,Slightly Included
0.77,Very Good,G,SI1,62.7,57.0,2633,5.79,5.85,3.65,123.63,0.99,0.91,Near Colorless,Slightly Included
